row_index,DUNS Number,Company Name
6647,639601338,"Zhongneng Jiaxin Energy Co., Ltd."
6648,639583064,"Huaxia Guojin Co., Ltd."
6649,639611329,"Zhongshu Chuangxin Co., Ltd."
6650,728766723,"Yanchuang Alliance (Tianjin) Education Technology Co., Ltd."
6651,638113171,"Xi'an Huyi District Wanshunfa Warehousing Service Co., Ltd."
6652,728792884,Yanchuan County Agriculture Production Materials Company Fireworks Firecracker S ales Depa
6653,728812097,"Yanchuan Chendayi Logistics Co., Ltd."
6654,728833544,Yanchi County Zhile Internet Cafe No.2 Branch
6655,639571469,"Yanchi County Xingnong Agricultural Productive Materials Co., Ltd. No.2 Retail Department"
6656,728870624,"Yanchi County Qiansheng Network Technology Co., Ltd. Dashuikeng Branch"
6657,639569931,"Yanchi County Duilezaliang Foods Co., Ltd. Sales Department"
6658,639637566,"Yancheng Zhonggu Construction Engineering Co., Ltd. Shanghai Branch"
6659,547926555,"Yancheng Zhongfu Huawai Logistics Co., Ltd."
6660,638146275,"Yancheng Dafeng Yuwu Art Exchange Co., Ltd."
6661,638059665,"Nantong Yifei Aviation Industry Technology Co., Ltd."
6662,639564344,"Yancheng Yanshoutang Drug Store Co., Ltd. Lanting Pharmacy"
6663,637991578,"Yancheng Tinghu District Zhuoheng Technology Co., Ltd."
6664,639564341,"Yancheng Yandu District Geyonghua Oral Cavity Service Co., Ltd. Yonghua Dental Clinic"
6665,547785903,Yancheng Yandu District Agriculture Technology Popularizing Center
6666,637953752,"Jiangsu Dengdi Construction Engineering Co., Ltd."
6667,638019966,"Yancheng Weiguang Trading Co., Ltd. Tinghu Branch"
6668,638045865,"Yancheng Tinghu Haiyuming Pharmaceutical Science & Technology Co., Ltd."
6669,639547895,"Shanghai Tuoju Business Consulting Co., Ltd."
6670,639618521,"Yancheng Tainuo Medical Devices Co., Ltd. Changzhou Tianning Chashan Sub-District Branch"
6671,639585329,"Yancheng Guojin Property Service Co., Ltd."
6672,638043145,"Jiangsu Songchuan Construction Engineering Co., Ltd."
6673,638048693,"Yancheng Junsheng City Service Co., Ltd."
6674,547834866,"Yancheng Huanqiu Dashi Auto Maintenance Equipment Manufacturing Co., Ltd."
6675,638020806,"Jiangsu Xingyuanquan Construction Engineering Co., Ltd."
6676,639640491,"Zhongying Quanlu (Jiangsu) Environmental Protection New Material Co., Ltd."
6677,638080082,"Jiangsu Jiexi Labor Service Co., Ltd."
6678,638127040,"Yancheng Huxiang Bangmang Technology Service Co., Ltd."
6679,639677478,"Yancheng Huixinmei Medical Beauty Clinic Co., Ltd. Huimei Beauty Clinic"
6680,639651309,"Yancheng Huaxia Pharmacy Co., Ltd. Development Zone Branch"
6681,547895040,"Yancheng Huaruida Digital Technology Co., Ltd."
6682,638161698,"Yancheng Huajing Yingbo Health Science & Technology Co., Ltd."
6683,637968100,"Yancheng Huaao New Energy Technology Co., Ltd. Tongxiang Branch"
6684,639595760,"Yancheng Honghexi Catering Management Co., Ltd. Binhai Xicha Branch"
6685,639509869,"Yancheng Hesheng New Energy Co., Ltd."
6686,638146767,"Yancheng Tinghu District Xinrui Rural Small Loan Co., Ltd."
6687,547761965,"Yancheng Zhonglv Rubber & Plastic Products Co., Ltd."
6688,638161870,"Yancheng Dongfanghong Pharmacy Co., Ltd. Wenhua Pharmacy"
6689,638161363,"Yancheng Wenye Construction Engineering Co., Ltd."
6690,639593046,"Yancheng Yangwanmingkachayin Co., Ltd."
6691,547912803,"Dafeng Shengxing Aquatic Foodstuff Co., Ltd."
6692,638127189,"Yancheng Dafeng Tongke New Energy Co., Ltd."
6693,638132669,"Yancheng Shiming Modern Agriculture Co., Ltd."
6694,637956402,"Jiangsu Yaxiong Construction Engineering Co., Ltd."
6695,637954700,"Jiangsu Tingquan Construction Engineering Co., Ltd."
6696,639602347,"Yancheng 49 Shop E - Commerce Co., Ltd. Chengnan Branch"
6697,728803274,"Yanchuan County Yanchang Oil Huanghe Gankunwan Travel Project Service Co., Ltd."
6698,728800870,"Yanchang County Yinong Industry And Trade Co., Ltd. New District Branch"
6699,728754590,"Yanchang County Wanli Shop Commerce and Trade Co., Ltd."
6700,728744794,"Yanchang County Wangjuan Limin Glasses Sales Co., Ltd. Xijie Branch"
6701,728845120,"Yanchang County Jincancan Property Service Co., Ltd."
6702,728763601,"Yanchang Kepai Oil Co., Ltd. Yulin Yumalu Petrol Station"
6703,728769882,"Yanchang Kepai Oil Co., Ltd. Xitongluxifudaodong Petrol Station"
6704,728808401,"Yanchang Kepai Oil Co., Ltd. Xi'an Shanzhongqidadao Petrol Station"
6705,728911377,"Yanchang Kepai Oil Co., Ltd. Xi'an Lintong Xiyan Highway Petrol Station"
6706,728765779,"Yanchang Kepai Oil Co., Ltd. Xi Anlong Shoubeilu Xiduanbei Petrol Station"
6707,728860828,"Yanchang Kepai Oil Co., Ltd. Xi Anhua Qingdong Lu'nan Petrol Station"
6708,728755464,"Yanchang Kepai Oil Co., Ltd. Xi Andong Sanhuan Guanting Lijiao Petrol Station"
6709,728853251,"Yanchang Kepai Oil Co., Ltd. Xi Anbei Shiqiao Petrol Station"
6710,728799116,"Yanchang Kepai Oil Co., Ltd. Weinan Huayin Luofuxi Petrol Station"
6711,728836969,"Yanchang Kepai Oil Co., Ltd. Weinan Dongfeng Dajie Petrol Station"
6712,728808537,"Yanchang Kepai Oil Co., Ltd. Tongchuan Yaozhou Yaowang Lu'nan Petrol Station"
6713,728863921,"Yanchang Kepai Oil Co., Ltd. Tongchuan Dongjiahe Gas Station"
6714,728792333,"Yanchang Kepai Oil Co., Ltd. Hanzhong Xiyi Ring Road Petrol Station"
6715,639530183,"Yanchang Kepai Oil Co., Ltd. Dali Xiazhai Gas Station"
6716,639585077,"Yanchang And Shell (Guangdong) Co., Ltd. Foshan Haizhou Petrol Station"
6717,639556830,"Yanbian Zhonghe Construction Group Co., Ltd. Daxinggou Branch"
6718,728766173,"Yanbian Zhengdao Medicine Franchise Co., Ltd. Xinyao Pharmacy No.72 Branch"
6719,728786222,"Yanbian Zhengdao Medicine Franchise Co., Ltd. Xinyao Pharmacy No.56 Branch"
6720,728880612,"Yanbian Zhengdao Medicine Franchise Co., Ltd. Xinyao Pharmacy No.49 Branch"
6721,728867401,"Yanbian Yuanshengyuan Pharmacy Franchise Co., Ltd. Tumen No.1 Branch"
6722,728884840,"Yanbian Yuanli Decoration Co., Ltd."
6723,728811056,"Yanbian Yijiagou Commerce and Trade Co., Ltd."
6724,547878274,"Yanbian Xinzhou Agricultural Productive Materials Co., Ltd."
6725,728778471,"Yanbian Xinsheng International Travel Agency Co., Ltd."
6726,728868578,"Yanbian Xinsheng International Travel Agency Co., Ltd. Helong Sales Department"
6727,728901610,"Yanbian Xingang Transportation Group School Bus Service Co., Ltd."
6728,728783574,"Yanbian Xidapo Agriculture & Forestry Specialty Co., Ltd."
6729,637982396,"Yanbian Xiangyu Consulting Planning Service Co., Ltd."
6730,547874165,"Yanbian Weiyuan Construction Installation Co., Ltd."
6731,728890290,"Yanbian Yanda Technology Park Development Co., Ltd."
6732,728765530,"Yanbian Tianyitang Pharmacy Co., Ltd. Tianyitang Pharmacy No.4 Branch"
6733,547878238,"Yanbian Yanhe Real Estate Development Co., Ltd."
6734,728772126,"Yanbian Sitan Dade Ecotechnology Co., Ltd. Hunchun Branch"
6735,547940283,"Yanbian Shensheng Pharmaceutical Co.,Ltd."
6736,547876943,"Yanbian Shengda Fire-Fighting Engineering Installation Co., Ltd."
6737,728783750,"Yanbian Nongcun Commercial Bank Co., Ltd. Minsheng Savings Office"
6738,638017992,"Hunchun Naisi E - Commerce Co., Ltd."
6739,728777208,"Yanbian Rensheng Import & Export Trade Co., Ltd."
6740,547878440,"Yanbian Qingnian Travel Agent Co., Ltd."
6741,547878902,"Yanbian Overseas Chinese Commerce and Trade Co., Ltd."
6742,637956499,"Yanbian Naisi Commerce And Trade Co., Ltd."
6743,639634121,"Liaoning Mijia Decoration Engineering Co., Ltd."
6744,638003909,"Yanbian Kunrong Second-hand Car Exchange Market Co., Ltd."
6745,638026881,"Yanbian Zhenyuan Commerce And Trade Co., Ltd."
6746,639567503,Yanbian Cancer Hospital Enterprise Trading Company
6747,638048727,"Yanbian Jiarui Swimming Fitness Co., Ltd. No.5 Branch"
6748,728872964,"Yanbian Huaxing International Travel Agency Co., Ltd."
6749,728799067,"Yanbian Hefeng Xiyu Hotel Management Co., Ltd."
6750,728901942,"Jilin Guotai New Energy Car Research Co., Ltd."
6751,728825061,"Yanbian Guangming Medicine Franchise Co., Ltd. Guangming Pharmacy No.6 Branch"
6752,728869851,"Antu Daziran Beifanglengjixingcao Research & Development Co., Ltd."
6753,547850891,Yanbian Educational Publishing Company
6754,547878821,"Yanbian Dongchang Real Estate Development Co., Ltd."
6755,637958226,"Yanbian County Gesala Yijia Catering Co., Ltd."
6756,728871790,"Yanbian Chenshi Industry And Trade Co., Ltd. Wangqing Branch"
6757,547875249,Yanji Yanhe Rural Credit Cooperatives
6758,547879252,"Yanbian Chang'an Real Estate Development Co., Ltd."
6759,728861656,"Yanbian Business Group Hardware Ceramics Wholesale Market Co., Ltd. Juran Zhijia Branch"
6760,728759662,"Yanbian Health Care Pharmacy Franchise Co., Ltd. No.21 Chain Store"
6761,728775067,"Yanbian Health Care Pharmacy Franchise Co., Ltd. No.10 Chain Store"
6762,728796841,"Yanbian Health Care Pharmacy Franchise Co., Ltd. No.27 Chain Store"
6763,728833249,"Yanbian Health Care Pharmacy Franchise Co., Ltd. No.51 Chain Store"
6764,728873826,"Yanbian Baixing Medicine Franchise Co., Ltd. Liu Store"
6765,728923007,"Yanbian Fuluo Investment Development Co., Ltd."
6766,728857284,"Yanbian Baihe Medicine Co., Ltd. Lily Pharmacy No.2 Department"
6767,728843290,"Yanbian Aili Knowledgeable Person Business Services Co., Ltd."
6768,728865212,"Yan'an Zhongtongji Express Courier Co., Ltd. Huangling Branch"
6769,728901772,"Yan'an Hongtongtong E - Commerce Co., Ltd."
6770,638166318,"Shaanxi Zhongfu Xinneng Technology Co., Ltd."
6771,728766657,"Yan'an Zhenzhen Art Cultural Communication Co., Ltd."
6772,728733785,"Yan'an Zeli Industry And Trade Co., Ltd. Dingbian Branch"
6773,728869235,"Yan'an Wentouxinyidudao Cultural Innovation Co., Ltd. Nanniwan Commune Branch"
6774,728744621,"Yan'an Yisheng Industry And Trade Co., Ltd. Dingbian Branch"
6775,728818467,"Ansai Changfeng New Energy Co., Ltd."
6776,638132847,"Xi'an Yidao Sports Facilities Co., Ltd."
6777,728753010,"Yan'An Yanfei (Group) Yongchen Industry And Trade Co., Ltd."
6778,639576059,"Yan'an Xinxiu Architecture Engineering Co., Ltd. Xinjiang No.3 Branch"
6779,728884189,"Yan'an Xinsilu Industry And Trade Co., Ltd. Dingbian County Branch"
6780,728802684,"Yan'an Xinheng Oil & Gas Engineering Technical Service Co., Ltd."
6781,728837257,"Yan'an Wufeng Black Goat Catering Co., Ltd."
6782,728777224,"Shaanxi Huangdi Culture Training College Co., Ltd."
6783,728869734,"Yan'an Travel (Group) Co., Ltd. Dugongci Branch"
6784,728799635,"Yan'an Silk Zhixing Culture Media Co., Ltd."
6785,547807610,"Yan'an Shuangying Industrial Co., Ltd."
6786,728812742,"Yan'an Shengqiang Industry And Trade Co., Ltd."
6787,728846498,"Yan'an Shengda Commerce and Trade Co., Ltd. Decoration Decoration Branch"
6788,728769012,"Shaanxi Sangyu Construction Engineering Co., Ltd."
6789,728751226,"Yan'an Rongxiang Concrete Detection Co., Ltd."
6790,638070836,"Yulin Raoteng Oil Technical Service Co., Ltd."
6791,728900589,"Yan'an Zhongying Culture Media Co., Ltd."
6792,728776269,"Yan'an Qindibei Culture Tourism Development Co., Ltd."
6793,728839811,"Yan'An Miyi Apparel Co., Ltd."
6794,728733664,"Yan'an Mingxin Oil Technology Co., Ltd. Dingbian Branch"
6795,728851181,"Yan'an Medicinal Materials Medicine Co., Ltd. Drug Branch"
6796,728775197,"Yan'An Lvzhi Technology Training Co., Ltd."
6797,728845826,"Yan'an Longquan Property Service Co., Ltd."
6798,728762251,"Yan'an Longfang Commerce and Trade Co., Ltd. Zichang Branch"
6799,728885076,"Yan'an Longcheng Shengshi Architecture Engineering Co., Ltd."
6800,728744559,"Yan'an Kaihong Oil Engineering Technical Service Co., Ltd. Dingbian Branch"
6801,728761436,"Yan'an Traffic Travel Agency Co., Ltd. Nanzhan Sales Department"
6802,728868714,Yan'an Guoji Travel Agency Honghua Sales Department
6803,728856411,"Yan'an Hexiantang Medicine Co., Ltd."
6804,728828238,"Yan'an Hengshunda Mapping Service Co., Ltd."
6805,728758501,"Yan'an Gumei Industry And Trade Co., Ltd."
6806,728900506,Yan'an Grain Reserve Finished Goods Grain & Oil Supply No. 1 Station
6807,728864200,"Yan'an Fuheng Industry And Trade Co., Ltd."
6808,728845144,"Ganquan Laoshan Forestry Industry Development Co., Ltd."
6809,638155991,"Yan'An Fanxin Construction Engineering Co., Ltd. Yijun Branch"
6810,728794230,Yan'an Environmental Protection Engineering Company Wuqi Branch
6811,728872865,Yan'an Liquefied Petroleum Gas Supply Office Cylinder Inspection Station
6812,728868492,"Yan'an Dongxing Baihui Property Management Co., Ltd."
6813,638015841,"Yan'an Chuangwei Technology Co., Ltd. Bazhong Branch"
6814,638002834,"Yan'an Chuangwei Technology Co., Ltd. Anguo Branch"
6815,639584299,"Yan'An Chuangwei Technology Co., Ltd. Guigang Branch"
6816,637993249,"Yan'an Chuangwei Technology Co., Ltd. Yingtan Branch"
6817,639653862,"Yan'an Zhengtongtai Car Sales Co., Ltd."
6818,639508207,"Yan'An Changdongyuan Industry And Trade Co., Ltd. Baode Branch"
6819,728884837,"Yan'an Car Transportation (Group) Co., Ltd. Jiatong Logistics Branch"
6820,638090221,"Shaanxi Bikang Longsheng Medicine Development Co., Ltd."
6821,638121635,"Dongguan Beidu New Energy Co., Ltd."
6822,728855954,"Yan'an Baota District Renewable Resources Co., Ltd. No.3 Scrap Materials Exchang e Market"
6823,639625121,"Yan'an Baota District Qianyuan Pharmacy Co., Ltd. No.8 Branch"
6824,728845735,"Yan'an Baota District Litong Oil Technical Service Co., Ltd."
6825,728784250,Yan'an Baota District Innovation Farmer Specialty Cooperative
6826,728873913,"Yan'an Guosheng Supermarket Co., Ltd."
6827,728886894,"Yan'an Baota District Fenghuang Baixing Pharmacy Co., Ltd."
6828,639642960,"Zhongjiao Jinfu (Hainan) Investment Group Co., Ltd."
6829,728859443,PT. YAMATOGAWA INDONESIA
6830,547738982,"Tianjin Branch of Yamaduo International Logistics Co., Ltd."
6831,728860354,PT. YAMANI SPRING INDONESIA
6832,728863507,PT. YAMAHA MOTOR ELECTRONICS INDONESIA
6833,638035304,"Hainan Xinyali Education Technology Co., Ltd."
6834,728852921,"Yangleduo (China) Investment Co., Ltd. Harbin Branch"
6835,728886426,"Yangleduo (China) Investment Co., Ltd. Changchun Branch"
6836,547863741,Yakeshi Zhongmeng Hospital
6837,728828367,"Yakeshi Sengen Property Service Co., Ltd."
6838,637955904,"Yakeshi Sendu Public Business Management Co., Ltd. Boketu Heating Supply Branch"
6839,728784341,"Yakeshi Medicine Co., Ltd. Sidake Hearing Aid Exclusive Agency"
6840,728778261,"Yakeshi Daxing'anling Qiansen Agriculture (Group) Co., Ltd. Commerce and Trade B ranch"
6841,547909312,"Beijing Yazhi Modularization Construction Co.,Ltd."
6842,728759102,"Yahang Human Resources (Yunnan) Co., Ltd."
6843,728878170,"Xi'an Yusi Hotel Management Co., Ltd."
6844,638151296,"Gao'an Yaduo Mould Bases Co., Ltd."
6845,638046558,"Yadan Ecological Science & Technology (Xinyang) Co., Ltd."
6846,728842507,"Yunnan Yacheng Car Accessories Co., Ltd. Lijiang Branch"
6847,637990475,"Ya'an Qijiao Yufu Catering Management Co., Ltd."
6848,639630211,"Ya'an Shuzhi Technology Co., Ltd."
6849,638074613,"Sichuan Mingnan Chengxue Technology Co., Ltd."
6850,639648057,"Ya'an Yuji Car Trading Co., Ltd."
6851,639607769,"Jiangsu Lingxiao Construction Co., Ltd."
6852,639634956,"Xuzhou Yuntao Architecture Labor Service Co., Ltd."
6853,638097715,"Jiangsu Guolanquanwuzhengzhuang Home Co., Ltd."
6854,637957129,"Xuzhou Haifan Construction Machinery Co., Ltd."
6855,638129326,"Xuzhou Runjie Real Estate Development Co., Ltd."
6856,637997837,"Xuzhou Yaxin Business Management Co., Ltd."
6857,639510191,"Xuzhou Yifujie Intelligence Manufacturing Co., Ltd."
6858,638162109,Xuzhou Shangcheng Hongrui Enterprise Management Center (Limited Partnership)
6859,639562112,"Zhenjiang Shuoan Construction Engineering Co., Ltd."
6860,638055321,"Zhenjiang Nanyao Construction Engineering Co., Ltd."
6861,638046196,"Zhenjiang Boru Construction Engineering Co., Ltd."
6862,638038457,"Zhenjiang Yanmu Construction Engineering Co., Ltd."
6863,639548406,"Jiangsu Xinwei Car Club Co., Ltd. Suzhou Branch"
6864,638118168,"Jiangsu Zepeng Education Technology Co., Ltd."
6865,639558835,"Daibote (Jiangsu) Intelligence Technology Co., Ltd."
6866,638011570,"Xuzhou Weidu Business Management Co., Ltd."
6867,638051697,"Xuzhou Gaofei Sports Development Co., Ltd."
6868,639508616,"Jiangsu Yuezheng Environmental Engineering Co., Ltd."
6869,639669486,"Xuzhou Wanyuan International Travel Agency Co., Ltd. Jiawang Sales Department"
6870,638012207,"Xuzhou Wanyu Building Materials Technology Co., Ltd."
6871,638087352,"Jiangsu Shengshi Shengjie Architecture Engineering Co., Ltd."
6872,639679156,"Xuzhou Wanli Building Materials Manufacturing Co., Ltd. Port Service District Branch"
6873,728838927,"Xuzhou Tongyu Space Structure Co., Ltd. Yunnan Branch"
6874,639610801,"Xuzhou Tonghua International Travel Agency Co., Ltd. Quanshan Branch"
6875,639671511,"Xuzhou Tiantong Culture & Art Training Co., Ltd."
6876,639671043,"Xuzhou Tianfu Business Management Co., Ltd."
6877,638054389,"Xuzhou Huifeng Hotel Management Co., Ltd."
6878,639558120,"Xuzhou Subang Home Service Co., Ltd. Xiangyang Branch"
6879,639567125,"Xuzhou Shizu Convenience Store Co., Ltd. Jiawang Wuyue Public Square Store"
6880,639607234,"Xuzhou Shengze Steel Structure Engineering Co., Ltd. Anhui Branch"
6881,638148065,"Jiangsu Chenfeimiao Construction Engineering Co., Ltd."
6882,639523285,"Xuzhou Runsong Technology Co., Ltd."
6883,639538048,"Xuzhou Rundong Huikang Medicine Franchise Co., Ltd. Chengxi Store"
6884,639615261,"Xuzhou Ruixi Elderly Care Industry Co., Ltd. Pizhou Branch"
6885,638016943,"Jiangsu Ruikong Intelligence Technology Co., Ltd."
6886,639629540,"Xuzhou Zhice Marketing Management Co., Ltd."
6887,639554613,"Qingniao Ninghu Retirement Industry (Suining) Co., Ltd."
6888,547823414,"Xuzhou Public Traffic Co.,Ltd. Automotive Repair Factory"
6889,547823430,"Xuzhou Nancheng House Development Co.,Ltd."
6890,638124877,"Nanjing Jishun Construction Management Development Co., Ltd."
6891,638022783,"Shandong Hanshengtang Foodstuff Co., Ltd."
6892,638116898,"Jiangsu Longzhimeng Construction Technology Co., Ltd."
6893,639677575,"Xuzhou Liangli Ecotechnology Co., Ltd. Gulou Branch"
6894,638036878,Xuzhou Kunyaojin Information Consulting Partnership Enterprise (Limited Partners hip)
6895,637976815,"Xuzhou Keyang Environmental Protection Technological Development Co., Ltd. Quanshan Branch"
6896,639640038,"Xuzhou Zhange Cultural Communication Co., Ltd."
6897,547771576,"Xuzhou Jinyue Drinks & Foods Service Co., Ltd."
6898,728802447,"Xuzhou Jintian Advertising Cultural Communication Co., Ltd. Tengchong Branch"
6899,728886775,"Xuzhou Jintian Advertising Cultural Communication Co., Ltd. Kunqu Branch"
6900,547772418,"Xuzhou Jinma Wood Industry Co., Ltd."
6901,639574505,"Shandong Mufa Agriculture & Animal Husbandry Co., Ltd."
6902,639559246,"Xuzhou Huizhiyi Intelligence Technology Co., Ltd. Shuanggou Branch"
6903,638152110,"Xuzhou Huangguan International Travel Agency Co., Ltd. Yunlong Sales Department"
6904,638094617,"Maliduo (Jiangsu) Agricultural Science & Technology Co., Ltd."
6905,639648217,"Jinping Zhineng Technology (Jiangsu) Co., Ltd."
6906,638082967,"Jiangsu Dehaihang Construction Engineering Co., Ltd."
6907,637990702,"Xuzhou Fangxin Plastic Industry Co., Ltd. Zhuzhai Branch"
6908,547787442,"Quanshan Office, Xuzhou Enterprise Credit Management Association"
6909,637954654,"Xuzhou Enhua Tongyi Medicine Franchise Sales Co., Ltd. No.150 Pharmacy"
6910,638162629,"Xuzhou Dingjin Information Consulting Co., Ltd. Suqian Branch"
6911,728896830,"Xuzhou Municipal Administration Design Institute Co., Ltd. Xibei Branch"
6912,639542965,"Xuzhou Tanzhuo Architecture Engineering Co., Ltd."
6913,638018774,"Xuzhou Chicheng Outsourcing Co., Ltd. Leshan Branch"
6914,638051984,"Jiangsu Minzhiao Construction Engineering Co., Ltd."
6915,639588812,"Xuzhou Chaoxun Human Resources Service Co., Ltd. Pizhou Branch"
6916,547825265,"Xuzhou Changning Finance Consultation Service Co.,Ltd."
6917,638054068,"Xuzhou Changcheng Base Engineering Co., Ltd. Quanshan Branch"
6918,547827824,Xuzhou Caimao Employees' Hospital
6919,639616883,"Xuzhou Blue Drift Daily Necessities Co., Ltd. Chongzuo Branch"
6920,637979112,"Xuzhou Bangsheng Construction Engineering Co., Ltd. Gulou Branch"
6921,638132885,"Sichuan Chiyun Wine Supply Co., Ltd."
6922,639633146,"Xuyi Tianmei Riji Creative Baking Co., Ltd. Jinding Hua Fudian"
6923,547869719,Xuyi County Experimental Primary School
6924,547823281,"Xuyi Minzhong Public Traffic Co., Ltd."
6925,639633038,"Xuwen Tiansheng Catering Management Co., Ltd."
6926,639565199,"Xusheng Kanglai (Shanghai) Industry Co., Ltd. Zhihui Hotel Branch"
6927,728841810,"Xuri Commerce and Trade (China) Co., Ltd. Taiyuan Zhenweisi No.3 Specialty Shop"
6928,728859908,"Xuri Commerce and Trade (China) Co., Ltd. Taiyuan Zhenweisi No.2 Specialty Shop"
6929,728842054,"Xuri Commerce and Trade (China) Co., Ltd. Taiyuan Zhenweisi No.1 Specialty Shop"
6930,638015434,"Xupu Hongyun Real Estate Co., Ltd. Jiangkou Branch"
6931,639592194,"Xunyida Information Technology Co., Ltd. Huangshi Branch"
6932,728801121,"Xunyi Tongrui Fruit Supply Co., Ltd. Binzhou Branch"
6933,638154808,"Xunyi County Chengshi Investment Railway Construction Co., Ltd."
6934,639651489,"Xunyi County Yuanmaotong Agricultural & Sideline Products Distribution Co., Ltd."
6935,638064363,"Xunyang Shiwenlu Media Performing Arts Co., Ltd."
6936,728790953,"Xunyang County Shengda Commerce and Trade Co., Ltd. Shuanghe Petrol Station"
6937,728866119,"Xunyang Fulinkang Medicine Co., Ltd. Dangjiaba Branch"
6938,728766944,Xunyang County Cunzhen Water Supply Company Renhegong Water Station
6939,728795874,"Xunyang County Rongxin Car Transportation Co., Ltd. Passenger Transport Branch"
6940,728760531,"Xunyang County Jindi Real Estate Development Co., Ltd."
6941,728847704,"Xunyang County Jindi Real Estate Development Co., Ltd. Rongsheng Home Shoulou De partment"
6942,638063005,"Yunnan Xuteng Construction Engineering Co., Ltd."
6943,638162005,"Xunsuda (Tianjin) Logistics Co., Ltd."
6944,639630050,"Xunduoduo (Liaocheng) Network Technology Co., Ltd."
6945,728762542,"Xundian County Chunhui Teaching Service Co., Ltd. Jijie No.1 Sales Department"
6946,637991347,"720 Intelligence Technology Co., Ltd."
6947,637959256,"Xujie Environmental Engineering Co., Ltd. Eryuan Branch"
6948,547795688,"Tianlin Office, Xuhui District House Land Administration, Shanghai"
6949,728805496,"Xuhui Design Co., Ltd. Xi'an Branch"
6950,728835238,"Tianjin Aijia Sports Cultural Development Co., Ltd."
6951,639508743,"Xuezhidao Outdoor Tuozhan (Chongqing) Co., Ltd."
6952,639627955,"Zhenping County Xuefeifei Sports Business Co., Ltd."
6953,547780299,"Xiamen Zhongtong Property Lease Co., Ltd."
6954,639628461,"Guangdong Xudazhuoyuanxiaoqi Industry Development Co., Ltd."
6955,547809867,"Xuchang Yuzhong Fengtian Automotive Sales Service Co., Ltd."
6956,639648001,"Changge Hemei Trading Co., Ltd."
6957,547809974,Xuchang Weidu Jinyuan Hotel
6958,547810991,"Xuchang Zhongtian Property Co., Ltd."
6959,638160955,"Xuchang Water Conservancy Construction Engineering Co., Ltd. Hotan Branch"
6960,639580622,"Xinjiang Aoruisen Power Equipment Co., Ltd."
6961,639562494,"Xuchang Runhong Pharmaceuticals Co., Ltd. Fanhu Store"
6962,639562865,"Xuchang Yantu Education Technology Co., Ltd."
6963,638038305,"Xuchang Hengtong New Energy Electrically-Powered Automotive Co., Ltd. Yanling Branch"
6964,547817340,"Henan Dadi Property Management Co., Ltd."
6965,547811410,"Xuchang Decheng Real Estate Development Co., Ltd."
6966,638079303,"Xuchang Beiyu Artwork Co., Ltd."
6967,639644573,"Xuchang Caozhitang Pharmacy Co., Ltd. Yu Fengdian"
6968,639535237,"Xuchang Baishun Catering Management Co., Ltd. No.1 Branch"
6969,547808098,Xuchang 0 Jiuyiwu Henan Grain Reserve Depot
6970,547732842,Gongyi Malleable Iron Manufacturing Company
6971,728843807,"Xuanwei Xirui Petrochemical Co., Ltd."
6972,728870052,"Xuanwei Yunxin Construction Co., Ltd. Lincang Branch"
6973,639606464,"Xuanwei Yunke Commerce and Trade Co., Ltd. Xining Lu No.2 Store"
6974,638049611,"Xuanwei Yunke Commerce And Trade Co., Ltd. Miaoshan Xi Road Shop"
6975,547798713,"Xuanwei Yuandong Commerce and Trade Co., Ltd."
6976,728834731,"Xuanwei Xuantai Ham Co., Ltd. Zhenxing Beilu Business Department"
6977,639609131,Xuanwei Suyuan Car Repair Services Department Kedu Branch
6978,639589503,"Xuanwei Jieling Oil Energy Co., Ltd."
6979,728887804,"Xuanwei Qingning Wine Supply Co., Ltd."
6980,728879921,"Xuanwei Juneng Building Materials Co., Ltd. Honghe Prefecture Branch"
6981,639595462,"Xuanwei Jianjia Pharmaceuticals Co., Ltd. Xintian Store"
6982,728800294,"Xuanwei Haoyang Agriculture Biological Technology Development Co., Ltd."
6983,639563169,"Xuanwei Fushengtang Pharmacy Co., Ltd. Qingxi Branch"
6984,728783187,"Xuanwei Daya Construction Engineering Group Co., Ltd. Luliang Branch"
6985,638158524,"Xuanwei Daya Construction Engineering Group Co., Ltd. Yanmen Branch"
6986,728770281,"Xuanwei Bosheng Culture Media Co., Ltd."
6987,728762942,"Xuanwei Bichang Mining Co., Ltd. Jiubao Coal Mine"
6988,639616386,"Zhangjiakou Yidingtian Ecotechnology Co., Ltd."
6989,638108471,"Zhiqing Technology (Chengdu) Co., Ltd."
6990,547910583,"Xuanhua Shiji Jilong Commercial Building Co.,Ltd."
6991,547882068,"Xuanhua Steel Group Co.,Ltd. No.2 Rolling Mill"
6992,547810556,"Zhangjiakou Xuanlong High Speed Wire Co.,Ltd."
6993,637990700,"Shandong Fangcun Package Co., Ltd."
6994,547769117,"Xuanhan County Automobile Repair & Assembling Co., Ltd."
6995,638112236,"Xuanhaiquananzhengzhuang (Guangdong) Project Management Co., Ltd."
6996,638049942,"Chengdu Yunfanchun Apparel Co., Ltd."
6997,638031576,"Xuan'En County Kanghua Accompaning And Caring Service Co., Ltd. Enshi Branch"
6998,638043266,"Dalian Shanhai Kunpeng Industry Co., Ltd."
6999,639648044,"Wenzhou Wannuo Regeneration Resource Technology Co., Ltd."
7000,637957673,"Anhui Xinruiyi Information Technology Co., Ltd."
7001,638035319,"Xuancheng Yaze Business Management Partnership Enterprise (limited Partnership) Co., Ltd."
